"event.id","visible","timestamp","location.long","location.lat","individual.id","deployment.id","tag.id","study.id","sensor.type.id","individual.local.identifier","tag.local.identifier","individual.taxon.canonical.name","behavioural.classification","habitat","height.raw","study.name","sensor.type"
8979658429,"true",2017-09-11 01:00:00,-86.043083,34.936725,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",0,41,273,"Eastern Wild Turkey_Margadant","GPS"
8979658430,"true",2017-09-11 07:00:00,-86.043144,34.936706,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",1,41,269,"Eastern Wild Turkey_Margadant","GPS"
8979658431,"true",2017-09-11 09:00:00,-86.04219,34.938632,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",4,41,255,"Eastern Wild Turkey_Margadant","GPS"
8979658060,"true",2017-09-11 11:00:00,-86.040336,34.940921,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",5,41,332,"Eastern Wild Turkey_Margadant","GPS"
8979658061,"true",2017-09-11 13:00:00,-86.039405,34.941555,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",4,41,395,"Eastern Wild Turkey_Margadant","GPS"
8979658062,"true",2017-09-11 15:00:00,-86.039733,34.942409,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,369,"Eastern Wild Turkey_Margadant","GPS"
8979658063,"true",2017-09-11 17:00:00,-86.041236,34.943782,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,379,"Eastern Wild Turkey_Margadant","GPS"
8979658064,"true",2017-09-11 19:00:00,-86.038986,34.943004,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",5,41,412,"Eastern Wild Turkey_Margadant","GPS"
8979658065,"true",2017-09-12 01:00:00,-86.039047,34.942871,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",1,41,410,"Eastern Wild Turkey_Margadant","GPS"
8979658066,"true",2017-09-12 07:00:00,-86.039161,34.943126,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,392,"Eastern Wild Turkey_Margadant","GPS"
8979658067,"true",2017-09-12 09:00:00,-86.039787,34.943813,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,402,"Eastern Wild Turkey_Margadant","GPS"
8979658068,"true",2017-09-12 11:00:00,-86.03849,34.941593,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",6,41,388,"Eastern Wild Turkey_Margadant","GPS"
8979658069,"true",2017-09-12 13:00:00,-86.0382,34.943622,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",8,41,432,"Eastern Wild Turkey_Margadant","GPS"
8979658070,"true",2017-09-12 15:00:00,-86.040649,34.943061,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",8,41,354,"Eastern Wild Turkey_Margadant","GPS"
8979658071,"true",2017-09-12 17:00:00,-86.04055,34.942546,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,358,"Eastern Wild Turkey_Margadant","GPS"
8979658072,"true",2017-09-12 19:00:00,-86.042343,34.942249,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",7,41,329,"Eastern Wild Turkey_Margadant","GPS"
8979658073,"true",2017-09-13 01:00:00,-86.042358,34.94226,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",1,41,322,"Eastern Wild Turkey_Margadant","GPS"
8979658074,"true",2017-09-13 07:00:00,-86.041847,34.941745,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,310,"Eastern Wild Turkey_Margadant","GPS"
8979658075,"true",2017-09-13 09:00:00,-86.039123,34.943824,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",6,41,421,"Eastern Wild Turkey_Margadant","GPS"
8979658076,"true",2017-09-13 11:00:00,-86.036773,34.943443,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",7,41,438,"Eastern Wild Turkey_Margadant","GPS"
8979658077,"true",2017-09-13 13:00:00,-86.040855,34.945083,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",6,41,402,"Eastern Wild Turkey_Margadant","GPS"
8979658078,"true",2017-09-13 15:00:00,-86.041145,34.944786,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",5,41,363,"Eastern Wild Turkey_Margadant","GPS"
8979658079,"true",2017-09-13 17:00:00,-86.03849,34.941898,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",13,41,395,"Eastern Wild Turkey_Margadant","GPS"
8979658080,"true",2017-09-13 19:00:00,-86.042381,34.942211,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",13,41,334,"Eastern Wild Turkey_Margadant","GPS"
8979658081,"true",2017-09-14 01:00:00,-86.042381,34.942268,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,312,"Eastern Wild Turkey_Margadant","GPS"
8979658082,"true",2017-09-14 07:00:00,-86.040473,34.942733,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,353,"Eastern Wild Turkey_Margadant","GPS"
8979658083,"true",2017-09-14 09:00:00,-86.034866,34.943477,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",11,41,439,"Eastern Wild Turkey_Margadant","GPS"
8979658084,"true",2017-09-14 11:00:00,-86.036201,34.945262,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",15,41,363,"Eastern Wild Turkey_Margadant","GPS"
8979658085,"true",2017-09-14 13:00:00,-86.034271,34.943634,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",19,41,496,"Eastern Wild Turkey_Margadant","GPS"
8979658086,"true",2017-09-14 15:00:00,-86.034614,34.94387,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",14,41,491,"Eastern Wild Turkey_Margadant","GPS"
8979658087,"true",2017-09-14 17:00:00,-86.033744,34.943965,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",10,41,443,"Eastern Wild Turkey_Margadant","GPS"
8979658088,"true",2017-09-14 19:00:00,-86.041404,34.941226,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",22,41,330,"Eastern Wild Turkey_Margadant","GPS"
8979658089,"true",2017-09-15 01:00:00,-86.041404,34.941288,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,343,"Eastern Wild Turkey_Margadant","GPS"
8979658090,"true",2017-09-15 07:00:00,-86.040153,34.941066,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,337,"Eastern Wild Turkey_Margadant","GPS"
8979658091,"true",2017-09-15 09:00:00,-86.035728,34.941448,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,428,"Eastern Wild Turkey_Margadant","GPS"
8979658092,"true",2017-09-15 11:00:00,-86.034828,34.942649,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",16,41,428,"Eastern Wild Turkey_Margadant","GPS"
8979658093,"true",2017-09-15 13:00:00,-86.0345,34.943431,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,464,"Eastern Wild Turkey_Margadant","GPS"
8979658094,"true",2017-09-15 15:00:00,-86.037284,34.944271,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",11,41,399,"Eastern Wild Turkey_Margadant","GPS"
8979658095,"true",2017-09-15 17:00:00,-86.039886,34.943698,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",14,41,391,"Eastern Wild Turkey_Margadant","GPS"
8979658096,"true",2017-09-15 19:00:00,-86.0428,34.942638,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",14,41,323,"Eastern Wild Turkey_Margadant","GPS"
8979658097,"true",2017-09-16 01:00:00,-86.042747,34.942638,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",1,41,308,"Eastern Wild Turkey_Margadant","GPS"
8979658098,"true",2017-09-16 07:00:00,-86.042854,34.943038,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,329,"Eastern Wild Turkey_Margadant","GPS"
8979658099,"true",2017-09-16 09:00:00,-86.038185,34.943386,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",9,41,446,"Eastern Wild Turkey_Margadant","GPS"
8979658100,"true",2017-09-16 11:00:00,-86.032402,34.944774,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",14,41,381,"Eastern Wild Turkey_Margadant","GPS"
8979658101,"true",2017-09-16 13:00:00,-86.035835,34.943203,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",9,41,430,"Eastern Wild Turkey_Margadant","GPS"
8979658102,"true",2017-09-16 15:00:00,-86.041252,34.945976,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",17,41,413,"Eastern Wild Turkey_Margadant","GPS"
8979658103,"true",2017-09-16 17:00:00,-86.040344,34.943748,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",11,41,387,"Eastern Wild Turkey_Margadant","GPS"
8979658104,"true",2017-09-16 19:00:00,-86.041213,34.940429,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",18,41,329,"Eastern Wild Turkey_Margadant","GPS"
8979658105,"true",2017-09-17 01:00:00,-86.041213,34.940418,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,329,"Eastern Wild Turkey_Margadant","GPS"
8979658432,"true",2017-09-17 07:00:00,-86.040458,34.940082,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,314,"Eastern Wild Turkey_Margadant","GPS"
8979658106,"true",2017-09-17 09:00:00,-86.036148,34.941764,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,413,"Eastern Wild Turkey_Margadant","GPS"
8979658107,"true",2017-09-17 11:00:00,-86.041366,34.941932,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",17,41,332,"Eastern Wild Turkey_Margadant","GPS"
8979658433,"true",2017-09-17 13:00:00,-86.042556,34.94001,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",16,42,293,"Eastern Wild Turkey_Margadant","GPS"
8979658108,"true",2017-09-17 15:00:00,-86.038391,34.944301,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",18,41,413,"Eastern Wild Turkey_Margadant","GPS"
8979658109,"true",2017-09-17 17:00:00,-86.041084,34.943824,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",20,41,385,"Eastern Wild Turkey_Margadant","GPS"
8979658110,"true",2017-09-17 19:00:00,-86.043258,34.943939,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",16,41,329,"Eastern Wild Turkey_Margadant","GPS"
8979658111,"true",2017-09-18 01:00:00,-86.043258,34.943946,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",1,41,331,"Eastern Wild Turkey_Margadant","GPS"
8979658112,"true",2017-09-18 07:00:00,-86.042892,34.943965,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,353,"Eastern Wild Turkey_Margadant","GPS"
8979658113,"true",2017-09-18 09:00:00,-86.039878,34.943908,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,403,"Eastern Wild Turkey_Margadant","GPS"
8979658114,"true",2017-09-18 11:00:00,-86.035881,34.94281,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,480,"Eastern Wild Turkey_Margadant","GPS"
8979658115,"true",2017-09-18 13:00:00,-86.035423,34.942676,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,444,"Eastern Wild Turkey_Margadant","GPS"
8979658116,"true",2017-09-18 15:00:00,-86.036544,34.943267,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",11,41,436,"Eastern Wild Turkey_Margadant","GPS"
8979658117,"true",2017-09-18 17:00:00,-86.040779,34.941993,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",18,41,359,"Eastern Wild Turkey_Margadant","GPS"
8979658118,"true",2017-09-18 19:00:00,-86.042381,34.94226,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,328,"Eastern Wild Turkey_Margadant","GPS"
8979658119,"true",2017-09-19 01:00:00,-86.042343,34.942222,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,328,"Eastern Wild Turkey_Margadant","GPS"
8979658120,"true",2017-09-19 07:00:00,-86.042556,34.94244,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,322,"Eastern Wild Turkey_Margadant","GPS"
8979658121,"true",2017-09-19 09:00:00,-86.035232,34.9431,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",15,41,438,"Eastern Wild Turkey_Margadant","GPS"
8979658122,"true",2017-09-19 11:00:00,-86.034545,34.942813,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",16,41,424,"Eastern Wild Turkey_Margadant","GPS"
8979658123,"true",2017-09-19 13:00:00,-86.036293,34.944698,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,483,"Eastern Wild Turkey_Margadant","GPS"
8979658124,"true",2017-09-19 15:00:00,-86.03794,34.944931,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",9,41,507,"Eastern Wild Turkey_Margadant","GPS"
8979658125,"true",2017-09-19 17:00:00,-86.039558,34.941696,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",19,41,400,"Eastern Wild Turkey_Margadant","GPS"
8979658126,"true",2017-09-19 19:00:00,-86.041465,34.941207,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",20,41,333,"Eastern Wild Turkey_Margadant","GPS"
8979658127,"true",2017-09-20 01:00:00,-86.041465,34.94123,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,339,"Eastern Wild Turkey_Margadant","GPS"
8979658128,"true",2017-09-20 07:00:00,-86.040107,34.941898,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,383,"Eastern Wild Turkey_Margadant","GPS"
8979658129,"true",2017-09-20 09:00:00,-86.037971,34.945644,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",11,41,433,"Eastern Wild Turkey_Margadant","GPS"
8979658130,"true",2017-09-20 11:00:00,-86.035453,34.943374,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",16,41,427,"Eastern Wild Turkey_Margadant","GPS"
8979658131,"true",2017-09-20 13:00:00,-86.037971,34.941593,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",15,41,385,"Eastern Wild Turkey_Margadant","GPS"
8979658132,"true",2017-09-20 15:00:00,-86.03572,34.943267,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,445,"Eastern Wild Turkey_Margadant","GPS"
8979658133,"true",2017-09-20 17:00:00,-86.033531,34.941478,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",14,41,376,"Eastern Wild Turkey_Margadant","GPS"
8979658134,"true",2017-09-20 19:00:00,-86.035453,34.941513,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",8,41,407,"Eastern Wild Turkey_Margadant","GPS"
8979658135,"true",2017-09-21 01:00:00,-86.035476,34.941532,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",1,41,411,"Eastern Wild Turkey_Margadant","GPS"
8979658136,"true",2017-09-21 07:00:00,-86.035682,34.94186,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,390,"Eastern Wild Turkey_Margadant","GPS"
8979658137,"true",2017-09-21 09:00:00,-86.033874,34.94197,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,463,"Eastern Wild Turkey_Margadant","GPS"
8979658138,"true",2017-09-21 11:00:00,-86.035003,34.945186,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",7,41,340,"Eastern Wild Turkey_Margadant","GPS"
8979658139,"true",2017-09-21 13:00:00,-86.036529,34.944957,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",14,41,463,"Eastern Wild Turkey_Margadant","GPS"
8979658140,"true",2017-09-21 15:00:00,-86.037918,34.945079,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",16,41,438,"Eastern Wild Turkey_Margadant","GPS"
8979658141,"true",2017-09-21 17:00:00,-86.036529,34.945873,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",15,41,465,"Eastern Wild Turkey_Margadant","GPS"
8979658142,"true",2017-09-21 19:00:00,-86.041618,34.94123,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",18,41,339,"Eastern Wild Turkey_Margadant","GPS"
8979658143,"true",2017-09-22 01:00:00,-86.041542,34.941246,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,326,"Eastern Wild Turkey_Margadant","GPS"
8979658144,"true",2017-09-22 07:00:00,-86.041641,34.941913,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,341,"Eastern Wild Turkey_Margadant","GPS"
8979658145,"true",2017-09-22 09:00:00,-86.036125,34.941085,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",9,41,402,"Eastern Wild Turkey_Margadant","GPS"
8979658434,"true",2017-09-22 11:00:00,-86.03614,34.939388,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",16,41,399,"Eastern Wild Turkey_Margadant","GPS"
8979658435,"true",2017-09-22 13:00:00,-86.037178,34.934703,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",16,41,249,"Eastern Wild Turkey_Margadant","GPS"
8979658436,"true",2017-09-22 15:00:00,-86.044921,34.9319,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,401,"Eastern Wild Turkey_Margadant","GPS"
8979658437,"true",2017-09-22 17:00:00,-86.045013,34.931549,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,409,"Eastern Wild Turkey_Margadant","GPS"
8979658438,"true",2017-09-22 19:00:00,-86.042152,34.934238,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",15,41,301,"Eastern Wild Turkey_Margadant","GPS"
8979658439,"true",2017-09-23 01:00:00,-86.042152,34.934455,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",4,41,272,"Eastern Wild Turkey_Margadant","GPS"
8979658440,"true",2017-09-23 07:00:00,-86.042739,34.933559,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",5,41,279,"Eastern Wild Turkey_Margadant","GPS"
8979658441,"true",2017-09-23 09:00:00,-86.039123,34.93008,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",16,41,137,"Eastern Wild Turkey_Margadant","GPS"
8979658442,"true",2017-09-23 11:00:00,-86.035858,34.938003,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",20,41,323,"Eastern Wild Turkey_Margadant","GPS"
8979658146,"true",2017-09-23 13:00:00,-86.035263,34.943515,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",17,41,456,"Eastern Wild Turkey_Margadant","GPS"
8979658147,"true",2017-09-23 15:00:00,-86.034919,34.943801,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",9,41,534,"Eastern Wild Turkey_Margadant","GPS"
8979658148,"true",2017-09-23 17:00:00,-86.041488,34.946533,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",18,41,379,"Eastern Wild Turkey_Margadant","GPS"
8979658149,"true",2017-09-23 19:00:00,-86.04087,34.94836,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",20,41,398,"Eastern Wild Turkey_Margadant","GPS"
8979658150,"true",2017-09-24 01:00:00,-86.040779,34.94844,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,375,"Eastern Wild Turkey_Margadant","GPS"
8979658151,"true",2017-09-24 07:00:00,-86.040412,34.947475,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,382,"Eastern Wild Turkey_Margadant","GPS"
8979658152,"true",2017-09-24 09:00:00,-86.036483,34.94556,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",15,41,465,"Eastern Wild Turkey_Margadant","GPS"
8979658153,"true",2017-09-24 11:00:00,-86.035858,34.94308,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",16,41,469,"Eastern Wild Turkey_Margadant","GPS"
8979658154,"true",2017-09-24 13:00:00,-86.037361,34.945503,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",8,41,429,"Eastern Wild Turkey_Margadant","GPS"
8979658155,"true",2017-09-24 15:00:00,-86.039733,34.945236,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",10,41,549,"Eastern Wild Turkey_Margadant","GPS"
8979658156,"true",2017-09-24 17:00:00,-86.04248,34.944545,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",13,41,357,"Eastern Wild Turkey_Margadant","GPS"
8979658157,"true",2017-09-24 19:00:00,-86.04087,34.94857,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",13,41,373,"Eastern Wild Turkey_Margadant","GPS"
8979658158,"true",2017-09-25 01:00:00,-86.040855,34.948532,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,358,"Eastern Wild Turkey_Margadant","GPS"
8979658159,"true",2017-09-25 07:00:00,-86.042114,34.949527,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,336,"Eastern Wild Turkey_Margadant","GPS"
8979658160,"true",2017-09-25 09:00:00,-86.038261,34.950382,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",15,41,354,"Eastern Wild Turkey_Margadant","GPS"
8979658161,"true",2017-09-25 11:00:00,-86.04129,34.946437,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",17,41,370,"Eastern Wild Turkey_Margadant","GPS"
8979658162,"true",2017-09-25 13:00:00,-86.039428,34.944175,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",9,41,433,"Eastern Wild Turkey_Margadant","GPS"
8979658163,"true",2017-09-25 15:00:00,-86.036201,34.944721,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",10,41,478,"Eastern Wild Turkey_Margadant","GPS"
8979658164,"true",2017-09-25 17:00:00,-86.037628,34.943897,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",12,41,433,"Eastern Wild Turkey_Margadant","GPS"
8979658165,"true",2017-09-25 19:00:00,-86.040573,34.948383,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",15,41,364,"Eastern Wild Turkey_Margadant","GPS"
8979658166,"true",2017-09-26 01:00:00,-86.04055,34.948371,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",2,41,381,"Eastern Wild Turkey_Margadant","GPS"
8979658167,"true",2017-09-26 07:00:00,-86.041007,34.949001,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",3,41,365,"Eastern Wild Turkey_Margadant","GPS"
8979658168,"true",2017-09-26 09:00:00,-86.041503,34.950672,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",13,41,318,"Eastern Wild Turkey_Margadant","GPS"
8979658169,"true",2017-09-26 11:00:00,-86.037483,34.943729,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",19,41,448,"Eastern Wild Turkey_Margadant","GPS"
8979658170,"true",2017-09-26 13:00:00,-86.035194,34.94321,667696344,667696375,666713536,658518884,653,"Sky_462",462,"Meleagris gallopavo",15,41,426,"Eastern Wild Turkey_Margadant","GPS"
